;TransportID;ContainerID;ContainerType;Forwarder;TruckingTimeStart;GroundHandler1;Airport1;GroundHandler2;Airport2;GroundHandler3;Airport3;GroundHandler4;Airport4;GroundHandler5;Airport5;TruckingTimeEnd;full_timestamp_flag
599;6158;000-10237;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
600;6159;000-10236;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
601;6160;000-10235;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
602;6161;000-10426;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
603;6162;000-10220;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
604;6163;000-10427;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
605;6164;000-10221;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
606;6165;000-10428;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
607;6166;000-10222;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
608;6167;000-10429;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
609;6168;000-10223;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
610;6169;000-10422;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
611;6170;000-10423;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
612;6171;000-10424;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
613;6172;000-10425;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
614;6173;000-10229;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
615;6174;000-10228;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
616;6175;000-10421;770C;;2013-12-20 00:00:00;;;;;;;;;;;2013-12-20 00:00:00;False
617;6176;000-10420;770C;;2013-12-18 00:00:00;;;;;;;;;;;2013-12-18 00:00:00;False
618;6177;000-10225;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
619;6178;000-10224;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
620;6179;000-10227;770C;;2013-11-22 00:00:00;;;;;;;;;;;2013-11-22 00:00:00;False
621;6180;000-10226;770C;;2013-11-20 00:00:00;;;;;;;;;;;2013-11-20 00:00:00;False
622;6181;000-10548;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
623;6182;000-10547;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
624;6183;000-10549;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
625;6184;000-10546;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
626;6185;000-10545;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
627;6186;000-10552;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
628;6187;000-10553;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
629;6188;000-10550;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
630;6189;000-10551;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
631;6190;000-10559;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
632;6191;000-10558;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
633;6192;000-10557;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
634;6193;000-10556;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
635;6194;000-10555;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
636;6195;000-10554;770C;;2014-03-02 00:00:00;;;;;;;;;;;2014-03-02 00:00:00;False
637;6197;000-10055;770C;Leclrec Warehouse;2013-07-16 00:00:00;;;;;;;;;;;2013-07-16 00:00:00;False
638;6198;000-10055;770C;Leclrec Warehouse;2013-12-11 00:00:00;;;;;;;;;;;2013-11-13 00:00:00;False
639;6200;000-10055;770C;Panalpina World Transport;2013-11-13 00:00:00;Mitsui Soko Air Cargo;FRA;Mitsui Soko Air Cargo;TYO;;;;;;;2013-11-28 00:00:00;False
640;6201;000-10055;770C;Panalpina World Transport;2013-11-28 00:00:00;;;;;;;;;;;2014-01-31 00:00:00;False
641;6203;000-10095;770C;Leclrec Warehouse;2013-07-29 00:00:00;;;;;;;;;;;2013-07-29 00:00:00;False
642;6206;000-10095;770C;Leclrec Warehouse;2013-12-11 00:00:00;;;;;;;;;;;2013-12-11 00:00:00;False
643;6207;000-10095;770C;Panalpina World Transport;2013-11-18 00:00:00;;ZRH;;SYD;;;;;;;2013-11-20 00:00:00;False
644;6208;000-10095;770C;Panalpina World Transport;2013-11-29 00:00:00;Panalpina;;Panalpina;;;;;;;;2014-02-27 00:00:00;False
645;6209;000-10113;770C;Leclrec Warehouse;2013-09-23 00:00:00;;;;;;;;;;;2013-09-23 00:00:00;False
646;6210;000-10113;770C;Ocasa;2013-01-11 00:00:00;;;;;;;;;;;2013-01-11 00:00:00;False
647;6211;000-10560;770C;Ocasa;2014-03-02 00:00:00;;;;;;;;;;;2014-03-03 00:00:00;False
648;6213;000-10166;770C;Leclrec Warehouse;2013-11-13 00:00:00;;;;;;;;;;;2013-11-13 00:00:00;False
649;6215;000-10166;770C;Leclrec Warehouse;2013-11-14 00:00:00;;;;;;;;;;;2013-11-14 00:00:00;False
650;6217;000-10166;770C;Bischof;2013-03-12 00:00:00;;;;;;;;;;;2013-03-12 00:00:00;False
651;6219;000-10192;770C;Ocasa;2014-12-01 00:00:00;;;;;;;;;;;2014-01-13 00:00:00;False
652;6220;000-10192;770C;Panalpina World Transport;2014-01-16 00:00:00;;LUX;;MEX;;;;;;;2014-01-17 00:00:00;False
653;6221;000-10192;770C;Panalpina World Transport;2014-01-23 00:00:00;;MEX;;ZRH;;;;;;;2014-05-02 00:00:00;False
654;6222;000-10193;770C;Bischof;2013-11-17 00:00:00;;;;;;;;;;;2013-11-17 00:00:00;False
655;6223;000-10193;770C;Ocasa;2014-06-01 00:00:00;;;;;;;;;;;2014-06-01 00:00:00;False
656;6225;000-10194;770C;Bischof;2013-11-17 00:00:00;;;;;;;;;;;2013-11-17 00:00:00;False
657;6227;000-10194;770C;Bischof;2014-06-01 00:00:00;;;;;;;;;;;2014-06-01 00:00:00;False
658;6228;000-10195;770C;Ocasa;2013-11-17 00:00:00;;;;;;;;;;;2013-11-17 00:00:00;False
659;6229;000-10195;770C;Bischof;2014-06-01 00:00:00;;;;;;;;;;;2014-06-01 00:00:00;False
660;6230;000-10196;770C;Bischof;2013-11-17 00:00:00;;;;;;;;;;;2013-11-17 00:00:00;False
661;6231;000-10196;770C;Bischof;2014-06-01 00:00:00;;;;;;;;;;;2014-06-01 00:00:00;False
662;6232;000-10198;770C;Bischof;2013-11-17 00:00:00;;;;;;;;;;;2013-11-17 00:00:00;False
663;6233;000-10198;770C;Bischof;2014-01-21 00:00:00;;;;;;;;;;;2014-01-21 00:00:00;False
664;6234;000-10266;770C;Bischof;2013-02-12 00:00:00;;;;;;;;;;;2013-02-12 00:00:00;False
665;6236;000-10266;770C;Bischof;2014-01-14 00:00:00;;;;;;;;;;;2014-01-14 00:00:00;False
666;6237;000-10266;770C;Bischof;2014-01-23 00:00:00;;;;;;;;;;;2014-01-23 00:00:00;False
667;6239;000-10113;770C;Bischof;2013-04-12 00:00:00;;;;;;;;;;;2013-04-12 00:00:00;False
668;6240;000-10089;770C;Leclrec Warehouse;2013-07-24 00:00:00;;;;;;;;;;;2013-07-24 00:00:00;False
669;6241;000-10089;770C;Leclrec Warehouse;2013-08-14 00:00:00;;;;;;;;;;;2013-08-14 00:00:00;False
670;6243;000-10089;770C;Bischof;2013-08-22 00:00:00;;;;;;;;;;;2013-08-22 00:00:00;False
671;6245;000-10400;770C;Bischof;2014-03-27 06:00:00;;;;;;;;;;;2014-03-27 10:00:00;True
672;6246;000-10402;770C;Bischof;2014-03-27 06:00:00;;;;;;;;;;;2014-03-27 10:00:00;True
673;6247;000-10166;770C;Bischof;2014-03-27 10:00:00;;;;;;;;;;;2014-03-27 12:00:00;True
674;6251;000-10113;770C;Bischof;2014-03-27 10:00:00;;;;;;;;;;;2014-03-27 14:00:00;True
675;6252;999-10006;Prototype;;2014-02-14 00:00:00;;;;;;;;;;;2014-02-14 00:00:00;False
676;6253;999-10002;Prototype;;2013-10-28 00:00:00;;;;;;;;;;;2013-10-28 00:00:00;False
677;6253;999-10004;Prototype;;2013-10-28 00:00:00;;;;;;;;;;;2013-10-28 00:00:00;False
678;6254;999-10001;Prototype;;2013-10-28 00:00:00;;;;;;;;;;;2013-10-28 00:00:00;False
679;6254;999-10005;Prototype;;2013-10-28 00:00:00;;;;;;;;;;;2013-10-28 00:00:00;False
680;6254;999-10003;Prototype;;2013-10-28 00:00:00;;;;;;;;;;;2013-10-28 00:00:00;False
681;6255;000-10190;770C;Ocasa;2014-10-04 05:00:00;;;;;;;;;;;2014-10-04 06:30:00;True
682;6261;000-10190;770C;1524;2014-04-14 00:00:00;;ZRH;;GRU;;;;;;;2014-04-15 00:00:00;False
683;6263;000-10187;770C;Ocasa;2014-04-15 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
684;6265;000-10217;770C;Dachser;2014-04-16 00:00:00;;;;;;;;;;;2014-04-28 08:00:00;False
685;6274;000-10187;770C;Panalpina World Transport;2014-04-20 00:00:00;;LUX;;MEX;;;;;;;2014-04-21 00:00:00;False
686;6276;000-10198;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
687;6278;000-10196;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
688;6280;000-10195;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
689;6282;000-10194;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
690;6284;000-10193;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
691;6286;000-10222;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
692;6288;000-10223;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
693;6290;000-10224;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
694;6292;000-10225;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
695;6294;000-10293;770C;Ocasa;2014-04-16 00:00:00;;;;;;;;;;;2014-04-16 00:00:00;False
696;6296;000-10400;770C;Bischof;2014-07-05 10:00:00;;;;;;;;;;;2014-07-05 14:00:00;True
697;6296;000-10402;770C;Bischof;2014-07-05 10:00:00;;;;;;;;;;;2014-07-05 14:00:00;True
698;6297;000-10402;770C;Bischof;2014-08-05 11:30:00;;;;;;;;;;;2014-08-05 13:30:00;True
699;6298;000-10225;770C;Bischof;2014-05-14 12:10:00;;;;;;;;;;;;True
700;6302;000-10187;770C;Panalpina World Transport;2014-08-05 16:37:00;;Mexico City;;Luxembourg;;;;;;;2014-05-14 14:00:00;True
701;6305;000-10201;770C;Bischof;2014-05-14 07:50:00;;;;;;;;;;;2014-05-14 13:00:00;True
702;6307;000-10225;770C;Panalpina World Transport;2014-05-15 13:00:00;;BSL-GVA-DXB;;LCA;;;;;;;;True
703;6310;000-10250;770C;Bischof;2014-02-06 10:00:00;;;;;;;;;;;2014-02-06 11:00:00;True
704;6310;000-10220;770C;Bischof;2014-02-06 10:00:00;;;;;;;;;;;2014-02-06 11:00:00;True
705;6311;000-10250;770C;Bischof;2014-03-06 03:00:00;;;;;;;;;;;2014-03-06 06:00:00;True
706;6311;000-10220;770C;Bischof;2014-03-06 03:00:00;;;;;;;;;;;2014-03-06 06:00:00;True
707;6318;000-10178;770C;Bischof;2014-04-15 02:30:00;;;;;;;;;;;2014-04-15 08:00:00;True
708;6318;000-10179;770C;Bischof;2014-04-15 02:30:00;;;;;;;;;;;2014-04-15 08:00:00;True
709;6319;000-10178;770C;Agility Logistics;2014-04-16 19:00:00;;ZRH;;DXB;;;;;;;2014-04-17 08:00:00;True
710;6322;000-10179;770C;Agility Logistics;2014-04-17 14:35:00;;ZRH;;DXB;;;;;;;2014-04-19 08:00:00;True
711;6327;000-10190;770C;;2014-05-23 00:00:00;;;;;;;;;;;2014-05-26 00:00:00;False
712;6328;000-10225;770C;Panalpina World Transport;2014-04-06 00:00:00;;;;;;;;;;;;False
713;6332;000-10250;770C;Bischof;2014-12-06 06:00:00;;;;;;;;;;;2014-12-06 10:00:00;True
714;6332;000-10220;770C;Bischof;2014-12-06 06:00:00;;;;;;;;;;;2014-12-06 10:00:00;True
715;6336;000-10256;770C;Dachser;2014-06-16 14:20:00;;;;;;;;;;;;True
716;6336;000-10234;770C;Dachser;2014-06-16 14:20:00;;;;;;;;;;;;True
717;6341;000-10201;770C;Bischof;2014-06-24 13:30:00;;;;;;;;;;;;True
718;6344;000-10231;770C;Dachser;2014-06-19 08:00:00;;;;;;;;;;;;True
719;6348;000-10181;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
720;6348;000-10180;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
721;6348;000-10185;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
722;6348;000-10186;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
723;6348;000-10183;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
724;6348;000-10184;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
725;6348;000-10189;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
726;6348;000-10188;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
727;6348;000-10191;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
728;6348;000-10199;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
729;6348;000-10211;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
730;6348;000-10200;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
731;6348;000-10202;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
732;6348;000-10205;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
733;6348;000-10204;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
734;6348;000-10207;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
735;6348;000-10206;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
736;6348;000-10209;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
737;6348;000-10208;770C;Agility Logistics;2014-06-26 08:00:00;;;;;;;;;;;;True
738;6352;000-10203;770C;Agility Logistics;2014-06-25 03:00:00;;;;;;;;;;;;True
739;6357;999-10009;Prototype;Bischof;2014-06-18 00:00:00;;;;;;;;;;;2014-06-18 00:00:00;False
740;6358;000-10201;770C;Jet Trans Innsbruck;2014-06-25 13:00:00;;;;;;;;;;;2014-06-30 00:00:00;True
741;6361;000-10217;770C;Dachser;2014-06-30 00:00:00;;;;;;;;;;;2014-07-07 00:00:00;False
742;6362;000-10364;770C;NV Logistics;2014-11-07 00:00:00;;;;;;;;;;;;False
743;6362;000-10364;770C;NV Logistics;2014-11-07 00:00:00;;;;;;;;;;;;False
744;6362;000-10364;770C;NV Logistics;2014-11-07 00:00:00;;;;;;;;;;;;False
745;6362;000-10364;770C;NV Logistics;2014-11-07 00:00:00;;;;;;;;;;;;False
746;6362;000-10364;770C;NV Logistics;2014-11-07 00:00:00;;;;;;;;;;;;False
747;6374;000-10201;770C;Jet Trans Innsbruck;2014-01-07 00:00:00;;;;;;;;;;;;False
748;6374;000-10201;770C;Jet Trans Innsbruck;2014-01-07 00:00:00;;;;;;;;;;;;False
749;6374;000-10201;770C;Jet Trans Innsbruck;2014-01-07 00:00:00;;;;;;;;;;;;False
750;6374;000-10201;770C;Jet Trans Innsbruck;2014-01-07 00:00:00;;;;;;;;;;;;False
751;6379;000-10231;770C;Dachser;2014-07-18 00:00:00;;;;;;;;;;;;False
752;6379;000-10231;770C;Dachser;2014-07-18 00:00:00;;;;;;;;;;;;False
753;6387;000-10203;770C;Unitrans;2014-07-23 00:00:00;;;;;;;;;;;2014-07-23 11:00:00;False
754;6394;000-10293;770C;Bischof;2014-07-28 14:00:00;;;;;;;;;;;2014-07-29 06:00:00;True
755;6400;000-10293;770C;Jet Trans Innsbruck;2014-01-08 00:00:00;;;;;;;;;;;2014-03-08 00:00:00;False
756;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
757;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
758;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
759;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
760;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
761;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
762;6401;000-10293;770C;Jet Trans Innsbruck;2014-04-08 05:35:00;;;;;;;;;;;;True
763;6405;000-10212;770C;Ocasa;2014-06-08 00:00:00;;;;;;;;;;;2014-06-08 00:00:00;False
764;6407;000-10213;770C;Ocasa;2014-06-08 00:00:00;;;;;;;;;;;2014-06-08 00:00:00;False
765;6409;000-10214;770C;Ocasa;2014-06-08 00:00:00;;;;;;;;;;;2014-06-08 00:00:00;False
766;6411;000-10222;770C;Ocasa;2014-06-08 00:00:00;;;;;;;;;;;2014-07-08 06:15:00;False
767;6413;000-10240;770C;Ocasa;2014-08-08 00:00:00;;;;;;;;;;;2014-08-08 10:00:00;False
768;6422;000-10240;770C;1524;2014-11-08 20:40:00;;BSL;;GRU;;;;;;;2014-12-08 05:50:00;True
769;6422;000-10240;770C;1524;2014-11-08 20:40:00;;BSL;;GRU;;;;;;;2014-12-08 05:50:00;True
770;6422;000-10240;770C;1524;2014-11-08 20:40:00;;BSL;;GRU;;;;;;;2014-12-08 05:50:00;True
771;6423;000-10234;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
772;6423;000-10234;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
773;6423;000-10234;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
774;6423;000-10234;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
775;6423;000-10234;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
776;6426;000-10256;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
777;6426;000-10256;770C;Dachser;2014-08-18 00:00:00;;;;;;;;;;;;False
778;6432;000-10190;770C;ILS Truck Brazi;2014-07-08 00:00:00;;;;;;;;;;;2014-07-08 00:00:00;False
779;6434;000-10258;770C;Ocasa;2014-08-20 00:00:00;;;;;;;;;;;2014-08-20 00:00:00;False
780;6437;000-10258;770C;Ocasa;2014-08-27 00:00:00;;;;;;;;;;;2014-08-27 00:00:00;False
781;6444;000-10258;770C;Ocasa;2014-02-09 00:00:00;;;;;;;;;;;2014-03-09 00:00:00;False
782;6454;000-10257;770C;Ocasa;2014-09-15 00:00:00;;;;;;;;;;;2014-09-15 00:00:00;False
783;6458;000-10240;770C;ILS Truck Brazi;2014-08-22 00:00:00;;;;;;;;;;;2014-08-22 00:00:00;False
784;6459;000-10258;770C;Yusen Logistics;2014-09-17 00:00:00;;;;;;;;;;;2014-09-18 00:00:00;False
785;6461;000-10258;770C;Ocasa;2014-09-29 00:00:00;;;;;;;;;;;2014-02-10 00:00:00;False
786;6465;000-10258;770C;Ocasa;2014-02-10 00:00:00;;;;;;;;;;;2014-03-10 00:00:00;False
787;6466;000-10293;770C;Ocasa;2014-03-10 00:00:00;;;;;;;;;;;2014-03-10 00:00:00;False
788;6468;000-10201;770C;Ocasa;2014-03-10 00:00:00;;;;;;;;;;;2014-03-10 00:00:00;False
789;6470;000-10257;770C;Ocasa;2014-09-16 00:00:00;;;;;;;;;;;2014-09-17 00:00:00;False
790;6471;000-10225;770C;Bischof;2014-06-18 00:00:00;;;;;;;;;;;2014-06-18 00:00:00;False
791;6473;000-10214;770C;Bischof;2014-10-13 00:00:00;;;;;;;;;;;2014-10-13 00:00:00;False
792;6474;999-10007;Prototype;Bischof;2014-10-13 00:00:00;;;;;;;;;;;2014-10-13 00:00:00;False
793;6476;000-10213;770C;Bischof;2014-10-17 03:00:00;;;;;;;;;;;2014-10-17 06:45:00;True
794;6476;000-10224;770C;Bischof;2014-10-17 03:00:00;;;;;;;;;;;2014-10-17 06:45:00;True
795;6477;999-10007;Prototype;Bischof;2014-10-16 00:00:00;;;;;;;;;;;2014-10-16 00:00:00;False
796;6478;999-10007;Prototype;GlobSped;2014-10-16 00:00:00;;FRA;;JED;;;;;;;;False
797;6484;000-10214;770C;Jet Trans Innsbruck;2014-10-14 00:00:00;;VIE;;TPE;;;;;;;2014-10-19 00:00:00;False
798;6486;000-10214;770C;Jet Trans Innsbruck;2014-10-19 00:00:00;;;;;;;;;;;;False
799;6486;000-10214;770C;Jet Trans Innsbruck;2014-10-19 00:00:00;;;;;;;;;;;;False
800;6486;000-10214;770C;Jet Trans Innsbruck;2014-10-19 00:00:00;;;;;;;;;;;;False
801;6488;999-10010;Prototype;;2014-09-18 00:00:00;;;;;;;;;;;2014-09-18 00:00:00;False
802;6490;999-10010;Prototype;Bischof;2014-10-16 00:00:00;;;;;;;;;;;2014-10-16 00:00:00;False
803;6492;999-10010;Prototype;Bischof;2014-10-20 00:00:00;;;;;;;;;;;2014-10-20 00:00:00;False
804;6492;000-10316;770C;Bischof;2014-10-20 00:00:00;;;;;;;;;;;2014-10-20 00:00:00;False
805;6494;000-10213;770C;Panalpina World Transport;2014-10-17 12:00:00;;AMS;;SCL;;;;;;;;True
806;6495;000-10224;770C;Panalpina World Transport;2014-10-17 12:00:00;;CDG;;MVD;;;;;;;;True
807;6495;000-10224;770C;Panalpina World Transport;2014-10-17 12:00:00;;CDG;;MVD;;;;;;;;True
808;6497;000-10212;770C;Ocasa;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
809;6499;000-10295;770C;Bischof;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
810;6501;000-10297;770C;Bischof;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
811;6503;000-10304;770C;Ocasa;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
812;6505;000-10308;770C;Ocasa;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
813;6507;000-10435;770C;Ocasa;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
814;6509;999-10010;Prototype;Bischof;2014-10-21 00:00:00;;;;;;;;;;;2014-10-21 00:00:00;False
815;6510;000-10212;770C;Ocasa;2014-10-22 00:00:00;;;;;;;;;;;2014-10-22 00:00:00;False
816;6515;000-10495;770C;Bischof;2014-10-22 00:00:00;;;;;;;;;;;2014-10-22 00:00:00;False
817;6517;000-10435;770C;Bischof;2014-10-26 00:00:00;;;;;;;;;;;2014-10-27 00:00:00;False
818;6519;000-10323;770C;Ocasa;2014-10-29 00:00:00;;;;;;;;;;;2014-10-29 00:00:00;False
819;6521;000-10323;770C;Ocasa;2014-10-31 00:00:00;;;;;;;;;;;2014-10-31 00:00:00;False
820;6524;000-10495;770C;Ocasa;2014-10-22 00:00:00;;;;;;;;;;;2014-10-22 00:00:00;False
821;6525;000-10495;770C;Ocasa;2014-04-11 00:00:00;;;;;;;;;;;2014-04-11 00:00:00;False
822;6526;999-10008;Prototype;;2014-06-11 00:00:00;;;;;;;;;;;2014-06-11 00:00:00;False
823;6527;000-10304;770C;Ocasa;2014-03-11 00:00:00;;;;;;;;;;;2014-04-11 00:00:00;False
824;6528;000-10203;770C;Unitrans;2014-10-14 00:00:00;;;;;;;;;;;2014-10-23 00:00:00;False
825;6529;000-10203;770C;;2014-10-25 00:00:00;;;;;;;;;;;2014-10-28 00:00:00;False
826;6531;000-10304;770C;Ocasa;2014-03-11 00:00:00;;;;;;;;;;;2014-04-11 00:00:00;False
827;6533;000-10316;770C;Ocasa;2014-06-11 00:00:00;;;;;;;;;;;2014-06-11 00:00:00;False
828;6535;000-10239;770C;Bischof;2014-07-11 00:00:00;;;;;;;;;;;2014-07-11 00:00:00;False
829;6537;999-10007;Prototype;ISRA Freight & Logistics;2014-03-11 00:00:00;;;;;;;;;;;2014-03-11 00:00:00;False
830;6542;000-10224;770C;Ocasa;2014-10-28 00:00:00;;;;;;;;;;;2014-10-30 00:00:00;False
831;6543;000-10295;770C;Fiege;2014-12-11 00:00:00;;AMS;;JED;;;;;;;;False
832;6543;000-10295;770C;Fiege;2014-12-11 00:00:00;;AMS;;JED;;;;;;;;False
833;6544;999-10012;Prototype;Ocasa;2014-11-13 00:00:00;;;;;;;;;;;2014-11-13 00:00:00;False
834;6546;000-10308;770C;Ocasa;2014-11-17 00:00:00;;;;;;;;;;;;False
835;6549;000-10263;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
836;6551;000-10262;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
837;6553;000-10260;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
838;6556;000-10259;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
839;6559;000-10255;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
840;6566;000-10308;770C;Jet Trans Innsbruck;2014-11-18 00:00:00;;VIE;;TPE;;;;;;;;False
841;6569;000-10239;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-19 00:00:00;False
842;6571;000-10212;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-19 00:00:00;False
843;6571;000-10212;770C;Ocasa;2014-11-18 00:00:00;;;;;;;;;;;2014-11-19 00:00:00;False
844;6573;000-10212;770C;Panalpina World Transport;2014-11-19 00:00:00;;AMS;;BOG;;;;;;;;False
845;6577;000-10223;770C;Ocasa;2014-11-19 00:00:00;;;;;;;;;;;2014-11-20 00:00:00;False
846;6582;000-10308;770C;Jet Trans Innsbruck;2014-11-20 00:00:00;;;;;;;;;;;;False
847;6582;000-10308;770C;Jet Trans Innsbruck;2014-11-20 00:00:00;;;;;;;;;;;;False
848;6585;000-10239;770C;Panalpina World Transport;2014-11-19 00:00:00;;AMS;;SCL;;;;;;;;False
849;6589;000-10295;770C;Fiege;2014-12-11 00:00:00;;;;;;;;;;;2014-11-17 00:00:00;False
850;6592;000-10323;770C;Bischof;2014-11-18 00:00:00;;;;;;;;;;;2014-11-18 00:00:00;False
851;6593;000-10323;770C;Bischof;2014-11-21 00:00:00;;;;;;;;;;;2014-11-21 00:00:00;False
